id,birthdate,department,sex,panel,speed_test_average,leave_date,leave_reason
15916,1956-10-01,03,F,2,2223768,,
15917,1986-01-01,34,F,2,0,2016-09-21,exclusion
15918,1971-12-01,34,F,2,3170388,,
15919,1985-11-01,34,F,2,5333094,2018-03-02,exit
15920,1970-03-01,34,M,2,3823670,,
15921,1963-09-01,35,F,2,2428928,2018-08-21,exit
15922,1973-01-01,35,M,2,3095316,,
15923,1969-03-01,35,M,2,1978163,,
15924,1989-11-01,35,F,2,3678848,,
15925,1982-06-01,35,F,2,3107184,2019-01-11,exclusion
15926,1958-02-01,37,M,2,3391104,,
15927,1992-11-01,35,F,2,3712520,2017-12-21,exit
15928,1959-12-01,37,F,2,3506625,2019-07-05,exit
15929,1996-12-01,37,M,2,3700096,,
15930,1938-06-01,37,F,2,0,2016-05-19,exit
15931,1952-03-01,37,F,2,7317529,2018-05-16,exit
15932,1966-07-01,37,F,2,3555278,,
15933,1989-08-01,86,F,2,0,2017-03-03,exit
15934,1958-08-01,37,M,2,2956154,,
15935,1964-11-01,37,M,2,3106448,,
15936,1975-01-01,37,F,2,4535156,,
15937,1946-07-01,37,F,2,1597481,,
15938,1989-09-01,39,M,2,2906228,,
15939,1961-12-01,41,F,2,4350122,,
15940,1965-08-01,41,F,2,3171128,,
15941,1994-01-01,41,M,2,3002726,2019-04-08,exclusion
15942,1968-05-01,41,F,2,5188910,2018-09-14,exit
15943,1945-12-01,41,M,2,1479624,,
15944,1937-05-01,42,M,2,0,2017-10-17,exclusion
15945,1970-03-01,42,M,2,2006434,,
15946,1973-12-01,44,M,2,1726013,,
15947,1956-02-01,44,M,2,0,2016-03-11,exit
15948,1948-10-01,44,M,2,2499732,,
15949,1969-03-01,44,M,2,3060799,,
15950,1970-12-01,44,F,2,2897954,,
15951,1974-09-01,44,M,2,759720,,
15952,1967-03-01,44,F,2,3356034,,
15953,1984-03-01,44,M,2,9223633,2018-08-28,exclusion
15954,1968-04-01,50,M,2,2447400,,
15955,1992-03-01,53,M,2,0,2017-03-22,exclusion
15956,1983-12-01,56,F,2,0,2018-02-06,exit
15957,1959-01-01,46,M,2,3143854,,
15958,1974-07-01,46,M,2,3053118,,
15959,1970-01-01,57,M,2,3784397,,
15960,1980-12-01,59,F,2,6052348,,
15961,1952-06-01,46,F,2,2035364,,
15962,1971-05-01,64,M,2,3406149,,
15963,1985-10-01,64,M,2,2524852,2018-10-10,exclusion
15964,1985-02-01,47,F,2,2017946,,
15965,1995-10-01,49,M,2,6385784,,
15966,1965-07-01,49,F,2,6455966,,
15967,1968-12-01,49,M,2,6273621,2019-01-21,exclusion
15968,1996-11-01,50,F,2,0,2017-04-14,exit
15969,1977-10-01,76,F,2,4478783,2018-07-27,exit
15970,1950-03-01,71,M,2,4120848,2018-06-26,exit
15971,1989-10-01,27,M,2,825409,2017-09-08,exit
15972,1951-08-01,56,F,2,3269479,,
15973,1986-08-01,78,M,2,11815154,2018-03-21,exclusion
15974,1975-12-01,56,F,2,1255631,2017-07-07,exit
15975,1960-03-01,59,F,2,5960427,,
15976,1969-03-01,67,F,2,4541428,,
15977,1942-05-01,69,M,2,1165509,2018-01-04,exit
15978,1981-01-01,04,F,2,1872314,,
15979,1989-11-01,31,M,2,2311234,2018-03-21,exclusion
15980,1982-10-01,71,M,2,5569819,,
15981,1968-06-01,71,M,2,769810,,
15982,1970-08-01,74,F,2,0,2017-03-22,exclusion
15983,1996-12-01,74,F,2,4593153,2019-01-21,exclusion
15984,1971-01-01,74,M,2,2907140,,
15985,1962-12-01,82,F,2,2405538,2019-05-21,exclusion
15986,1967-06-01,83,M,2,4345259,,
15987,1993-05-01,83,F,2,5645894,2019-04-08,exclusion
15988,1944-04-01,84,F,2,1754106,,
15989,1947-11-01,62,F,2,3032390,,
15990,1988-04-01,94,F,2,4134313,,
15991,1973-09-01,86,F,2,2540577,,
15992,1990-09-01,86,M,2,4204769,2018-03-26,exit
15993,1994-02-01,92,M,2,3385368,,
15994,1953-04-01,86,M,2,0,2017-01-20,exit
15995,1954-06-01,90,F,2,1773688,,
15996,1955-11-01,92,F,2,6480364,,
15997,1976-03-01,93,F,2,6080710,,
15998,1941-06-01,94,M,2,3463617,,
15999,1995-12-01,94,F,2,7341999,,
16000,1955-03-01,92,F,2,4544193,,
16001,1965-06-01,69,F,2,3864078,,
16002,1970-10-01,88,M,2,1399634,,
16003,1942-02-01,66,F,2,2369097,,
16004,1953-05-01,46,F,2,0,2016-05-26,exit
16005,1990-05-01,69,F,2,4238970,,
16006,1967-04-01,59,M,2,1187694,,
16007,1968-10-01,68,M,2,4758966,,
16008,1984-11-01,35,M,2,3060620,,
16009,1992-01-01,11,F,2,0,2017-10-17,exclusion
16010,1970-08-01,11,F,2,2128230,,
16011,1974-04-01,30,M,2,1764311,,
16012,1944-01-01,13,M,2,6733248,2018-05-17,exit
16013,1989-03-01,41,M,2,1946839,2019-01-09,exit
16014,1957-09-01,40,M,2,2114159,,
16015,1988-05-01,12,M,2,0,2017-10-17,exclusion
16016,1984-01-01,88,M,2,1188900,,
16017,1995-04-01,92,F,2,0,2017-06-26,exclusion
16018,1977-12-01,92,F,2,4466152,,
16019,1959-01-01,75,F,2,481019,2018-10-31,exit
16020,1978-06-01,93,M,2,2800670,,
16021,1965-04-01,59,M,2,3008226,,
16022,1949-11-01,18,M,2,3031916,,
16023,1950-04-01,18,M,2,2418151,,
16024,1989-08-01,44,M,2,0,2017-10-17,exclusion
16025,1986-02-01,86,F,2,1451244,2018-03-21,exclusion
16026,1971-01-01,59,M,2,3140580,,
16027,1954-10-01,44,F,2,2596409,2019-08-22,exit
16028,1969-10-01,02,M,2,5052480,2018-01-09,exit
16029,1980-04-01,35,M,2,5788121,,
16030,1975-03-01,43,M,2,3902495,,
16031,1984-05-01,59,M,2,5144132,,
16032,1987-12-01,13,F,2,1109298,2017-10-17,exclusion
16033,1940-09-01,44,F,2,6132913,2018-04-13,exit
16034,1971-08-01,37,F,2,4405980,,
16035,1964-10-01,92,F,2,1898050,2018-02-22,exit
16036,1976-12-01,49,F,2,5054453,,
16037,1961-04-01,77,F,2,1898367,,
16038,1978-02-01,01,M,2,3664409,,
16039,1954-04-01,26,M,2,4139587,,
16040,1993-03-01,33,M,2,0,2017-03-22,exclusion
16041,1997-04-01,13,F,2,0,2017-01-11,exit
16042,1980-12-01,18,F,2,2347053,,
16043,1940-11-01,24,F,2,0,2016-03-16,exit
16044,1960-02-01,38,F,2,3409853,,
16045,1985-05-01,38,M,2,6578813,,
16046,1955-04-01,94,F,2,0,2016-04-19,exit
16047,1972-10-01,67,M,2,4806532,,
16048,1958-01-01,77,F,2,3904098,,
16049,1962-08-01,72,M,2,1052559,,
16050,1997-12-01,38,M,2,5577537,,
16051,1950-10-01,74,M,2,2383105,2017-12-04,exit
16052,1993-03-01,63,M,2,6522640,,
16053,1964-01-01,77,M,2,4819634,,
16054,1973-09-01,38,M,2,4816200,2018-01-12,exit
16055,1975-03-01,59,F,2,1094106,,
16056,1958-11-01,66,M,2,2810362,,
16057,1993-06-01,24,M,2,3391318,2018-10-10,exclusion
16058,1976-12-01,43,F,2,5008004,,
16059,1963-03-01,80,M,2,1360541,,
16060,1977-03-01,31,M,2,3284318,,
16061,1954-06-01,62,M,2,0,2017-03-22,exclusion
16062,1989-04-01,72,F,2,0,2017-03-22,exclusion
16063,1993-04-01,34,F,2,5835789,2019-01-21,exclusion
16064,1955-11-01,33,M,2,1936332,,
16065,1990-01-01,31,F,2,0,2016-12-07,exit
16066,1994-01-01,92,F,2,4724334,,
16067,1978-02-01,60,F,2,0,2017-05-05,exit
16068,1953-12-01,35,M,2,5698024,,
16069,1980-11-01,92,F,2,7979824,,
16070,1958-09-01,29,F,2,2542450,,
16071,1975-07-01,22,M,2,3756479,,
16072,1970-06-01,56,M,2,2420868,,
16073,1963-10-01,11,M,2,0,2017-03-22,exclusion
16074,1987-09-01,11,F,2,2760716,,
16075,1962-04-01,34,F,2,0,2017-04-28,exit
16076,1944-03-01,34,M,2,2529006,,
16077,1939-11-01,11,F,2,4145877,,
16078,1963-12-01,33,M,2,0,2017-11-10,exclusion
16079,1965-04-01,33,F,2,1802068,2018-08-27,exit
16080,1970-04-01,33,M,2,4069688,,
16081,1995-01-01,76,M,2,0,2016-09-21,exclusion
16082,1964-12-01,72,M,2,0,2016-11-25,exit
16083,1977-10-01,83,F,2,0,2017-03-22,exclusion
16084,1941-06-01,83,F,2,2372392,,
16085,1960-11-01,43,M,2,3895883,2019-01-11,exclusion
16086,1965-01-01,75,M,2,2566307,2018-11-20,exit
16087,1937-11-01,23,M,2,0,2016-06-10,exit
16088,1957-11-01,08,F,2,3796691,,
16089,1943-06-01,13,F,2,3794167,2019-07-30,exit
16090,1981-07-01,64,F,2,0,2016-06-28,exit
16091,1976-09-01,79,F,2,4448284,,
16092,1985-01-01,86,M,2,2656105,,
16093,1952-02-01,12,M,2,0,2017-10-09,exit
16094,1979-09-01,93,F,2,2932418,,
16095,1981-03-01,36,F,2,2428995,,
16096,1963-02-01,33,M,2,3357833,,
16097,1938-09-01,69,F,2,4357094,2019-08-27,exit
16098,1966-07-01,18,M,2,0,2016-04-20,exit
16099,1945-10-01,18,M,2,731112,2017-09-13,exit
16100,1941-01-01,18,F,2,1305162,,
16101,1936-12-01,92,M,2,2694868,,
16102,1986-04-01,77,F,2,3273628,,
16103,1995-02-01,57,M,2,2092483,,
16104,1986-08-01,21,M,2,4572135,,
16105,1969-09-01,61,M,2,4722507,,
16106,1945-12-01,14,F,2,926564,,
16107,1964-09-01,48,M,2,2465061,,
16108,1958-01-01,48,F,2,2371223,2019-02-13,exit
16109,1967-10-01,48,F,2,3129543,,
16110,1972-02-01,77,F,2,4439739,,
16111,1979-03-01,38,F,2,5398025,,
16112,1963-03-01,69,F,2,3571963,,
16113,1977-12-01,72,M,2,0,2017-03-22,exclusion
16114,1971-02-01,78,M,2,1984881,,
16115,1944-04-01,34,F,2,3641779,2018-07-17,exit
16116,1955-02-01,42,F,2,4263133,,
16117,1987-01-01,33,F,2,3922975,,
16118,1950-12-01,33,F,2,2831341,2019-04-11,exit
16119,1990-03-01,64,M,2,2593675,2017-12-14,exclusion
16120,1996-05-01,84,M,2,4603772,2017-04-18,exit
16121,1974-12-01,62,M,2,6943114,,
16122,1975-05-01,35,M,2,3022900,,
16123,1949-01-01,76,M,2,2013213,,
16124,1936-12-01,13,M,2,2281461,,
16125,1987-01-01,60,F,2,1249025,2018-08-28,exclusion
16126,1973-10-01,60,M,2,3106257,,
16127,1980-09-01,60,F,2,4569688,,
16128,1981-06-01,60,M,2,3389226,,
16129,1965-02-01,60,M,2,3267119,,
16130,1956-02-01,93,M,2,0,2017-03-22,exclusion
16131,1980-01-01,44,M,2,0,2017-07-27,exit
16132,1977-11-01,41,M,2,2674581,,
16133,1968-12-01,41,M,2,756921,,
16134,1956-01-01,94,F,2,3940904,,
16135,1938-02-01,41,F,2,1749923,,
16136,1982-03-01,07,F,2,744070,,
16137,1971-06-01,57,M,2,3957079,2019-08-29,exit
16138,1940-10-01,06,M,2,0,2016-10-25,exit
16139,1978-01-01,42,F,2,5676175,2018-11-12,exclusion
16140,1961-05-01,42,M,2,2197474,,
16141,1961-11-01,42,F,2,0,2016-04-01,exit
16142,1946-05-01,42,M,2,2011932,,
16143,1955-11-01,69,F,2,3956530,,
16144,1980-01-01,31,F,2,2316570,,
16145,1985-06-01,75,F,2,4420510,,
16146,1968-07-01,31,F,2,2662026,,
16147,1966-05-01,75,F,2,7529209,,
16148,1951-01-01,60,F,2,1989795,,
16149,1990-02-01,60,M,2,5775220,2018-09-11,exit
16150,1967-10-01,69,F,2,4346672,,
16151,1959-04-01,13,M,2,3813351,,
16152,1992-08-01,80,M,2,0,2016-04-21,exit
16153,1993-05-01,92,M,2,0,2017-03-22,exclusion
16154,1985-06-01,89,M,2,2431331,,
16155,1965-02-01,31,F,2,3198151,,
16156,1982-03-01,48,F,2,1749239,,
16157,1951-05-01,42,F,2,5500786,,
16158,1970-11-01,68,M,2,3170241,,
16159,1963-04-01,31,F,2,2754340,,
16160,1961-12-01,81,M,2,0,2016-03-24,exit
16161,1946-12-01,81,F,2,0,2016-05-09,exit
16162,1939-04-01,82,M,2,0,2017-04-26,exit
16163,1971-09-01,82,M,2,3411838,,
16164,1958-07-01,82,F,2,0,2017-03-22,exclusion
16165,1955-02-01,74,F,2,3468303,,
16166,1993-10-01,64,F,2,5401989,2018-03-02,exclusion
16167,1952-07-01,51,F,2,0,2017-03-08,exit
16168,1985-08-01,91,F,2,5446526,,
16169,1983-09-01,63,M,2,2983954,,
16170,1971-02-01,63,F,2,5369001,2018-11-07,exit
16171,1981-05-01,63,M,2,3487281,,
16172,1978-04-01,63,F,2,4858245,,
16173,1962-02-01,08,M,2,2857855,,
16174,1959-02-01,63,M,2,3096267,,
16175,1948-01-01,14,F,2,3382468,,
16176,1942-01-01,14,F,2,3296889,,
16177,1995-09-01,76,M,2,3192143,,
16178,1967-01-01,74,F,2,2733809,,
16179,1983-05-01,74,F,2,3037709,,
16180,1972-01-01,91,M,2,3563525,2018-04-25,exclusion
16181,1942-01-01,07,F,2,1440679,,
16182,1961-03-01,07,M,2,3153523,,
16183,1979-05-01,62,F,2,4201445,,
16184,1976-03-01,62,F,2,4513269,,
16185,1946-03-01,68,M,2,4727487,,
16186,1956-01-01,57,M,2,4180934,,
16187,1987-02-01,33,M,2,3037354,,
16188,1983-02-01,33,M,2,4236537,,
16189,1986-11-01,60,M,2,0,2017-10-17,exclusion
16190,1961-01-01,60,F,2,2503155,,
16191,1982-09-01,68,F,2,2960375,,
16192,1958-08-01,67,M,2,0,2017-11-10,exclusion
16193,1943-10-01,67,F,2,0,2016-03-25,exit
16194,1961-04-01,67,F,2,4079683,,
16195,1993-02-01,72,M,2,6910313,2019-02-26,exit
16196,1972-12-01,58,F,2,3184858,,
16197,1974-11-01,58,F,2,0,2016-06-14,exit
16198,1949-02-01,57,F,2,5131183,,
16199,1962-03-01,67,F,2,3312488,,
16200,1937-02-01,37,F,2,1976570,2019-08-27,exit
16201,1984-07-01,88,F,2,3481571,,
16202,1981-03-01,70,F,2,3398546,,
16203,1945-05-01,68,F,2,7763559,,
16204,1963-03-01,92,F,2,2898622,2018-08-28,exclusion
16205,1963-09-01,79,F,2,1513012,,
16206,1963-03-01,72,F,2,4145200,,
16207,1971-11-01,44,F,2,3541740,,
16208,1978-11-01,67,F,2,4029780,,
16209,1953-11-01,70,M,2,2527410,,
16210,1968-11-01,67,F,2,2677956,,
16211,1956-07-01,91,M,2,3470140,,
16212,1967-03-01,75,M,2,6376924,,
16213,1970-03-01,30,F,2,1544294,,
16214,1950-01-01,13,M,2,4018584,,
16215,1971-02-01,33,F,2,3665884,,
16216,1966-08-01,82,F,2,0,2016-03-30,exit
16217,1977-12-01,82,F,2,0,2018-07-09,exclusion
16218,1945-06-01,61,M,2,3637842,,
16219,1940-04-01,14,F,2,3715141,2019-07-25,exit
16220,1961-05-01,53,M,2,0,2017-03-22,exclusion
16221,1951-11-01,35,F,2,3152239,,
16222,1987-10-01,86,M,2,3410820,,
16223,1989-12-01,29,F,2,6161861,,
16224,1971-04-01,35,M,2,3510014,,
16225,1952-05-01,62,F,2,1723449,,
16226,1971-11-01,62,M,2,4093807,,
16227,1951-10-01,94,F,2,0,2016-04-14,exit
16228,1972-03-01,78,M,2,4665202,,
16229,1974-01-01,67,F,2,2338753,2017-07-07,exit
16230,1978-06-01,93,F,2,4207294,,
16231,1974-10-01,70,F,2,0,2016-07-19,exit
16232,1959-02-01,82,F,2,0,2016-05-18,exit
16233,1995-12-01,95,F,2,3192097,,
16234,1969-05-01,95,M,2,2825124,2018-09-27,exit
16235,1936-12-01,49,F,2,3639888,,
16236,1986-03-01,49,M,2,3868773,,
16237,1949-06-01,85,M,2,2894474,,
16238,1976-10-01,34,F,2,4343590,2018-04-25,exclusion
16239,1953-09-01,24,F,2,834988,,
16240,1959-02-01,68,F,2,0,2017-10-17,exclusion
16241,1971-04-01,62,M,2,0,2017-06-28,exit
16242,1976-04-01,16,M,2,2259853,,
16243,1939-10-01,16,M,2,732205,2018-09-11,exit
16244,1989-05-01,16,M,2,0,2017-03-22,exclusion
16245,1975-08-01,33,M,2,3384269,,
16246,1944-04-01,17,F,2,2394702,,
16247,1951-05-01,31,M,2,2871611,,
16248,1989-04-01,31,M,2,4882834,,
16249,1995-04-01,82,M,2,1375902,,
16250,1953-02-01,82,M,2,2430047,,
16251,1998-02-01,48,F,2,2226488,,
16252,1980-11-01,62,F,2,1270383,,
16253,1970-03-01,59,F,2,6207808,,
16254,1981-10-01,41,M,2,3940011,,
16255,1996-12-01,86,F,2,0,2017-03-22,exclusion
16256,1969-04-01,38,F,2,2139165,,
16257,1972-06-01,38,F,2,4107494,,
16258,1947-01-01,38,F,2,1823830,2019-02-12,exit
16259,1995-12-01,38,M,2,2241552,2018-06-15,exclusion
16260,1971-10-01,38,M,2,964318,,
16261,1989-02-01,13,F,2,3388198,2018-05-03,exit
16262,1965-04-01,38,F,2,3346935,,
16263,1965-09-01,38,F,2,2842168,,
16264,1948-09-01,38,F,2,3158513,,
16265,1966-10-01,38,F,2,0,2017-03-22,exclusion
16266,1968-11-01,38,M,2,3581943,,
16267,1982-02-01,59,M,2,3585917,,
16268,1944-02-01,59,F,2,717358,,
16269,1995-01-01,71,F,2,4763835,2018-10-10,exclusion
16270,1985-03-01,71,M,2,2807089,2018-07-09,exclusion
16271,1980-04-01,93,F,2,4205797,,
16272,1980-02-01,44,M,2,0,2017-12-14,exclusion
16273,1976-12-01,67,F,2,3097592,,
16274,1962-04-01,88,M,2,5664622,,
16275,1980-04-01,88,F,2,2851379,,
16276,1947-01-01,14,M,2,0,2017-03-22,exclusion
16277,1969-05-01,14,F,2,1918159,,
16278,1946-10-01,69,M,2,4352347,,
16279,1988-06-01,01,M,2,3342500,,
16280,1969-02-01,44,F,2,2893474,,
16281,1994-02-01,44,F,2,2708405,2019-03-04,exclusion
16282,1951-10-01,44,F,2,5393156,,
16283,1952-12-01,33,M,2,4784345,,
16284,1959-02-01,56,M,2,3351355,,
16285,1955-06-01,86,M,2,2923882,,
16286,1976-02-01,86,M,2,2141043,2018-12-12,exit
16287,1959-12-01,76,F,2,5426543,,
16288,1970-01-01,02,F,2,1131715,,
16289,1984-08-01,80,M,2,5221807,,
16290,1981-01-01,74,M,2,5229395,,
16291,1963-10-01,60,F,2,2966765,,
16292,1974-02-01,89,M,2,3199614,,
16293,1953-07-01,44,F,2,0,2016-05-30,exit
16294,1940-10-01,56,F,2,2962416,2018-10-17,exit
16295,1943-03-01,44,M,2,0,2016-04-13,exit
16296,1962-01-01,45,M,2,3585222,2019-03-14,exit
16297,1977-10-01,63,F,2,4108887,,
16298,1996-10-01,40,F,2,0,2017-03-22,exclusion
16299,1953-01-01,83,M,2,4601644,,
16300,1983-05-01,83,F,2,2731801,,
16301,1959-10-01,76,M,2,2275408,,
16302,1969-05-01,76,M,2,2378042,,
16303,1956-12-01,34,F,2,3099809,,
16304,1996-05-01,76,M,2,0,2017-03-13,exit
16305,1988-01-01,85,F,2,2380788,2019-04-30,exit
16306,1939-09-01,81,F,2,0,2016-04-18,exit
16307,1946-12-01,83,F,2,3566625,2018-07-11,exit
16308,1965-02-01,92,M,2,4192762,2019-05-21,exclusion
16309,1974-02-01,18,M,2,0,2016-07-19,death
16310,1963-08-01,34,F,2,3590050,,
16311,1978-11-01,50,F,2,1547461,2018-03-21,exclusion
16312,1980-05-01,92,F,2,3949825,,
16313,1985-01-01,91,F,2,0,2017-03-06,exit
16314,1977-03-01,91,F,2,4184979,,
16315,1952-11-01,43,M,2,3831756,2019-06-17,exit
16316,1970-03-01,89,F,2,3057905,2017-04-14,exit
16317,1982-06-01,44,F,2,0,2017-10-17,exclusion
16318,1944-02-01,95,M,2,1777401,,
16319,1975-10-01,49,F,2,3360492,,
16320,1970-02-01,45,F,2,3039443,,
16321,1986-02-01,34,F,2,253863,2018-03-21,exclusion
16322,1992-09-01,50,M,2,0,2016-09-21,exclusion
16323,1974-08-01,88,M,2,0,2016-06-08,exit
16324,1981-05-01,88,M,2,1772990,,
16325,1948-02-01,68,M,2,2597752,,
16326,1952-03-01,68,M,2,3942973,,
16327,1990-12-01,64,M,2,0,2017-03-22,exclusion
16328,1995-03-01,95,F,2,2310701,,
16329,1945-11-01,05,M,2,5006586,,
16330,1937-10-01,13,M,2,4642114,,
16331,1993-06-01,08,F,2,5462368,2017-12-14,exclusion
16332,1971-02-01,67,F,2,2183598,,
16333,1991-01-01,67,F,2,7862780,,
16334,1951-03-01,25,M,2,611425,,
16335,1952-04-01,70,F,2,0,2016-04-06,exit
16336,1975-02-01,38,M,2,5053649,,
16337,1982-10-01,13,F,2,4560223,,
16338,1974-03-01,29,M,2,4910209,,
16339,1945-05-01,29,M,2,2038871,2019-06-03,exit
16340,1954-02-01,29,F,2,0,2017-03-22,exclusion
16341,1943-12-01,48,F,2,2165320,,
16342,1994-02-01,33,M,2,4319040,,
16343,1976-01-01,33,F,2,3207288,,
16344,1981-02-01,13,F,2,3598194,,
16345,1982-02-01,13,M,2,8009223,,
16346,1952-07-01,38,F,2,1558194,2018-11-12,exclusion
16347,1949-10-01,54,M,2,3428291,,
16348,1967-01-01,71,M,2,532837,2017-11-21,exit
16349,1959-05-01,07,F,2,767522,,
16350,1986-09-01,07,M,2,3866202,2019-01-21,exclusion
16351,1985-01-01,93,F,2,5023580,,
16352,1967-05-01,74,F,2,3817883,,
16353,1967-06-01,80,F,2,4764026,,
16354,1952-11-01,80,F,2,0,2016-06-10,exit
16355,1966-12-01,07,F,2,1410064,,
16356,1947-04-01,75,M,2,4470366,,
16357,1998-02-01,59,F,2,4300182,,
16358,1961-01-01,71,M,2,1706041,,
16359,1967-06-01,59,M,2,2626643,,
16360,1963-08-01,54,F,2,2829279,,
16361,1970-02-01,03,F,2,4645671,,
16362,1987-01-01,76,F,2,2357901,2017-12-14,exclusion
16363,1981-02-01,52,F,2,0,2017-03-22,exclusion
16364,1958-01-01,52,M,2,1492613,,
16365,1953-07-01,25,F,2,2483967,,
16366,1961-05-01,29,F,2,2452284,,
16367,1964-12-01,29,F,2,2482247,,
16368,1948-02-01,29,M,2,2211921,,
16369,1975-03-01,29,M,2,1721596,2018-06-01,exit
16370,1966-02-01,29,F,2,4109314,,
16371,1993-01-01,14,M,2,0,2017-03-22,exclusion
16372,1981-11-01,14,M,2,2849018,,
16373,1980-01-01,44,F,2,2861776,,
16374,1993-06-01,44,M,2,2510910,,
16375,1990-01-01,56,F,2,2915451,,
16376,1986-03-01,56,F,2,4448675,,
16377,1974-06-01,56,F,2,2445994,,
16378,1973-06-01,06,F,2,6570901,,
16379,1973-10-01,41,F,2,2235977,,
16380,1972-12-01,44,F,2,2379354,,
16381,1995-11-01,69,F,2,3775938,,
16382,1951-05-01,82,F,2,0,2016-03-24,exit
16383,1939-01-01,82,F,2,0,2016-05-13,exit
16384,1963-10-01,75,M,2,4880682,,
16385,1955-03-01,69,M,2,1831847,2019-02-14,exit
16386,1968-06-01,63,F,2,2451607,,
16387,1987-11-01,13,M,2,3336687,2018-07-09,exclusion
16388,1964-01-01,13,M,2,3116491,,
16389,1957-04-01,27,F,2,4583377,,
16390,1960-01-01,59,M,2,3449044,,
16391,1985-01-01,94,F,2,3643854,2017-12-14,exclusion
16392,1997-12-01,72,F,2,0,2017-03-22,exclusion
16393,1971-02-01,76,F,2,1512289,2019-01-11,exclusion
16394,1980-02-01,33,F,2,3094096,,
16395,1956-03-01,33,M,2,2413335,,
16396,1944-06-01,76,M,2,2216767,2019-08-29,exit
16397,1938-04-01,67,M,2,0,2017-03-14,exit
16398,1969-10-01,67,F,2,7031381,2019-01-24,exit
16399,1995-02-01,67,M,2,1655017,2017-06-20,exit
16400,1997-01-01,58,M,2,5015064,2019-01-21,exclusion
16401,1966-05-01,58,F,2,3703374,,
16402,1994-12-01,58,M,2,0,2016-10-14,res_conv
16403,1958-02-01,58,M,2,0,2016-12-07,exit
16404,1981-07-01,59,M,2,0,2017-11-10,exclusion
16405,1959-06-01,83,M,2,4444023,,
16406,1947-01-01,83,F,2,3031534,2017-07-24,exit
16407,1980-11-01,81,F,2,3459129,,
16408,1973-05-01,31,F,2,5495293,,
16409,1955-06-01,16,M,2,360037,,
16410,1981-05-01,16,F,2,2677118,,
16411,1959-08-01,95,M,2,3774447,,
16412,1981-01-01,92,M,2,2981791,,
16413,1995-01-01,75,M,2,2943313,2019-07-11,exit
16414,1965-12-01,68,M,2,4421264,,
16415,1963-08-01,68,F,2,0,2017-01-12,exit
16416,1980-05-01,28,M,2,4552504,2019-04-08,exclusion
16417,1942-02-01,63,F,2,5742528,,
16418,1963-03-01,34,M,2,3418438,,
16419,1958-04-01,21,F,2,2510364,,
16420,1975-01-01,21,M,2,1961947,,
16421,1980-07-01,24,F,2,3499884,,
16422,1976-02-01,46,M,2,5277980,,
16423,1995-10-01,72,F,2,3305448,,
16424,1968-08-01,75,M,2,6018803,2018-09-25,exit
16425,1997-12-01,67,F,2,0,2016-09-14,exit
16426,1942-01-01,44,M,2,2278509,2019-07-22,exit
16427,1964-02-01,60,M,2,2961089,,
16428,1974-08-01,14,F,2,4787609,,
16429,1965-03-01,76,M,2,3877833,,
16430,1994-10-01,57,M,2,3336462,2018-11-27,exit
16431,1965-04-01,75,F,2,4440857,,
16432,1987-11-01,05,M,2,1115978,,
16433,1971-05-01,34,M,2,2714738,,
16434,1969-01-01,14,F,2,1537865,,
16435,1960-04-01,54,M,2,5023444,2017-10-13,exit
16436,1963-03-01,27,M,2,0,2017-03-22,exclusion
16437,1942-03-01,27,M,2,1624786,2018-04-05,exit
16438,1968-02-01,27,M,2,1598739,2018-05-29,exclusion
16439,1979-01-01,27,F,2,2571849,2019-09-05,exit
16440,1966-04-01,54,F,2,2741161,,
16441,1969-03-01,01,M,2,0,2017-03-22,exclusion
16442,1949-03-01,75,M,2,3241271,,
16443,1959-03-01,33,F,2,1867707,,
16444,1970-02-01,20,M,2,2864579,,
16445,1988-03-01,87,M,2,879707,2018-04-25,exit
16446,1964-01-01,24,M,2,2843718,,
16447,1972-01-01,87,F,2,2226394,2019-07-25,exit
16448,1958-12-01,54,M,2,3238814,,
16449,1966-12-01,08,F,2,0,2017-03-22,exclusion
16450,1982-02-01,04,M,2,1751763,,
16451,1936-02-01,34,M,2,3570159,,
16452,1952-10-01,63,M,2,3326509,,
16453,1976-03-01,63,F,2,1769358,,
16454,1950-04-01,51,M,2,1198384,2018-04-19,exit
16455,1958-10-01,93,M,2,3924083,2018-03-02,exit
16456,1989-10-01,41,F,2,2079450,,
16457,1947-12-01,56,M,2,3217913,,
16458,1966-08-01,56,M,2,1857280,,
16459,1982-03-01,54,M,2,3359331,,
16460,1977-02-01,54,F,2,3380426,,
16461,1969-01-01,50,F,2,2419594,,
16462,1952-10-01,08,F,2,4380183,,
16463,1956-05-01,60,M,2,2730807,,
16464,1993-11-01,95,F,2,1123056,2018-04-25,exclusion
16465,1978-10-01,59,M,2,0,2016-10-14,res_conv
16466,1962-08-01,59,M,2,3931597,,
16467,1962-06-01,38,F,2,3962787,,
16468,1992-03-01,13,F,2,0,2017-03-22,exclusion
16469,1940-05-01,45,F,2,3479193,2017-11-30,exit
16470,1976-05-01,35,F,2,3309881,,
16471,1976-05-01,70,M,2,1968793,,
16472,1980-06-01,35,F,2,0,2016-09-21,exclusion
16473,1984-02-01,44,M,2,0,2017-09-20,exit
16474,1955-03-01,17,M,2,4913811,,
16475,1991-12-01,17,F,2,5347287,,
16476,1991-01-01,17,F,2,2057408,,
16477,1959-12-01,17,F,2,3202264,,
